name,wiki_name,raw_summary,clean_summary,sent_count,token_count,first_sent
Portugal,Portugal,"Portugal is a country in Southern Europe on the Iberian Peninsula. Portugal is the westernmost country of Europe. It is bordered by the Atlantic Ocean to the west and south and by Spain to the north and east.
Three groups of islands in the Atlantic Ocean are also part of Portugal: the Azores (Açores), Madeira and the Savage Isles (Ilhas Selvagens). The Savage Isles are a small group of uninhabited islands, administered by Madeira. Portugal claims that Olivença is also part of its territory, but it is controlled by Spain.","Portugal is a country in Southern Europe on the Iberian Peninsula. Portugal is the westernmost country of Europe. It is bordered by the Atlantic Ocean to the west and south and by Spain to the north and east. Three groups of islands in the Atlantic Ocean are also part of Portugal: the Azores, Madeira and the Savage Isles. The Savage Isles are a small group of uninhabited islands, administered by Madeira. Portugal claims that Olivença is also part of its territory, but it is controlled by Spain.",6,97,Portugal is a country in Southern Europe on the Iberian Peninsula.
Puerto Rico,Puerto Rico,"Puerto Rico, also known as the Commonwealth of Puerto Rico, is a territory of the United States in the Caribbean Sea. It has almost 4 million (4,000,000) people. It is the 169th largest sized country in the world in amount of land. Its political system is based on a republican system. It has two official languages: Spanish and English. The currency (money) used is the United States dollar. Puerto Rico means ""rich port"" in Spanish.
The Commonwealth of Puerto Rico includes the largest, main island and a number of smaller islands, including Mona, Vieques, and Culebra. Of those three smaller islands, only Culebra and Vieques are populated all year. Mona is unpopulated, but employees of the Puerto Rico Department of Natural Resources sometimes visit the island to inspect it and its wildlife. People can visit the island for hiking and camping by getting the permission needed. San Juan, on the northern side of the main island, is the island's largest city and the capital of the territory.
On May 3, 2017, Puerto Rico filed for bankruptcy after a massive debt and weak economy. It is the largest bankruptcy case in American history.","Puerto Rico, also known as the Commonwealth of Puerto Rico, is a territory of the United States in the Caribbean Sea. It has almost 4 million people. It is the 169th largest sized country in the world in amount of land. Its political system is based on a republican system. It has two official languages: Spanish and English. The currency used is the United States dollar. Puerto Rico means ""rich port"" in Spanish. The Commonwealth of Puerto Rico includes the largest, main island and a number of smaller islands, including Mona, Vieques, and Culebra. Of those three smaller islands, only Culebra and Vieques are populated all year. Mona is unpopulated, but employees of the Puerto Rico Department of Natural Resources sometimes visit the island to inspect it and its wildlife. People can visit the island for hiking and camping by getting the permission needed. San Juan, on the northern side of the main island, is the island's largest city and the capital of the territory. On May 3, 2017, Puerto Rico filed for bankruptcy after a massive debt and weak economy. It is the largest bankruptcy case in American history.",14,220,"Puerto Rico, also known as the Commonwealth of Puerto Rico, is a territory of the United States in the Caribbean Sea."
Qatar,Qatar,"Qatar (/ˈkæˌtɑr/, /ˈkɑːtɑr/, /ˈkɑːtər/ or /kəˈtɑr/; Arabic: قطر Qaṭar [ˈqɑtˤɑr]; local vernacular pronunciation: [ɡɪtˤɑr]), officially the State of Qatar (Arabic: دولة قطر Dawlat Qaṭar), is a sovereign country located in Western Asia, occupying the small Qatar Peninsula on the northeastern coast of the Arabian Peninsula. Its sole land border is with Saudi Arabia to the south, with the rest of its territory surrounded by the Persian Gulf. A strait in the Persian Gulf separates Qatar from the nearby island country of Bahrain, as well as sharing maritime borders with the United Arab Emirates and Iran.
Following Ottoman rule, Qatar became a British protectorate in the early 20th century until gaining independence in 1971. Qatar has been ruled by the House of Thani since the early 19th century. Sheikh Jassim bin Mohammed Al Thani was the founder of the State of Qatar. Qatar is a hereditary monarchy and its head of state is Emir Sheikh Tamim bin Hamad Al Thani. Whether it should be regarded as a constitutional or an absolute monarchy is a matter of opinion. In 2003, the constitution was overwhelmingly approved in a referendum, with almost 98% in favour. As of early 2017, Qatar's total population was around 2.6 million: 313,000 Qatari citizens and 2.3 million expatriates.
Qatar is a high income economy and is a developed country, backed by the world's third largest natural gas reserves and oil reserves. The country has the highest per capita income in the world. Qatar is classified by the UN as a country of very high human development and is the most advanced Arab state for human development. Qatar is a significant power in the Arab world, supporting several rebel groups during the Arab Spring both financially and through its globally expanding media group, Al Jazeera Media Network. For its size, Qatar wields disproportionate influence in the world, and has been identified as a middle power. Qatar will host the 2022 FIFA World Cup, becoming the first Arab country to do so.

Qatar is either a constitutional or an absolute monarchy ruled by the Al Thani family. The Al Thani dynasty has been ruling Qatar since the family house was established in 1825. In 2003, Qatar adopted a constitution that provided for the direct election of 30 of the 45 members of the Legislative Council. The constitution was overwhelmingly approved in a referendum, with almost 98% in favour.
The eighth Emir of Qatar is Tamim bin Hamad Al Thani, whose father Hamad bin Khalifa Al Thani handed power to him on 25 June 2013. The supreme chancellor has the exclusive power to appoint and remove the prime minister and cabinet ministers who, together, constitute the Council of Ministers, which is the supreme executive authority in the country. The Council of Ministers also initiates legislation. Laws and decrees proposed by the Council of Ministers are referred to the Advisory Council (Majilis Al Shura) for discussion after which they are submitted to the Emir for ratification. A Consultative Assembly has limited legislative authority to draft and approve laws, but the Emir has final say on all matters. The current Council is composed entirely of members appointed by the Emir, as no legislative elections have been held since 1970 when there were partial elections to the body. Legislative elections are expected to be held in 2016.[source?]
Qatari law does not permit the establishment of political bodies or trade unions.","Qatar, officially the State of Qatar, is a sovereign country located in Western Asia, occupying the small Qatar Peninsula on the northeastern coast of the Arabian Peninsula. Its sole land border is with Saudi Arabia to the south, with the rest of its territory surrounded by the Persian Gulf. A strait in the Persian Gulf separates Qatar from the nearby island country of Bahrain, as well as sharing maritime borders with the United Arab Emirates and Iran. Following Ottoman rule, Qatar became a British protectorate in the early 20th century until gaining independence in 1971. Qatar has been ruled by the House of Thani since the early 19th century. Sheikh Jassim bin Mohammed Al Thani was the founder of the State of Qatar. Qatar is a hereditary monarchy and its head of state is Emir Sheikh Tamim bin Hamad Al Thani. Whether it should be regarded as a constitutional or an absolute monarchy is a matter of opinion. In 2003, the constitution was overwhelmingly approved in a referendum, with almost 98% in favour. As of early 2017, Qatar's total population was around 2.6 million: 313,000 Qatari citizens and 2.3 million expatriates. Qatar is a high income economy and is a developed country, backed by the world's third largest natural gas reserves and oil reserves. The country has the highest per capita income in the world. Qatar is classified by the UN as a country of very high human development and is the most advanced Arab state for human development. Qatar is a significant power in the Arab world, supporting several rebel groups during the Arab Spring both financially and through its globally expanding media group, Al Jazeera Media Network. For its size, Qatar wields disproportionate influence in the world, and has been identified as a middle power. Qatar will host the 2022 FIFA World Cup, becoming the first Arab country to do so. Qatar is either a constitutional or an absolute monarchy ruled by the Al Thani family. The Al Thani dynasty has been ruling Qatar since the family house was established in 1825. In 2003, Qatar adopted a constitution that provided for the direct election of 30 of the 45 members of the Legislative Council. The constitution was overwhelmingly approved in a referendum, with almost 98% in favour. The eighth Emir of Qatar is Tamim bin Hamad Al Thani, whose father Hamad bin Khalifa Al Thani handed power to him on 25 June 2013. The supreme chancellor has the exclusive power to appoint and remove the prime minister and cabinet ministers who, together, constitute the Council of Ministers, which is the supreme executive authority in the country. The Council of Ministers also initiates legislation. Laws and decrees proposed by the Council of Ministers are referred to the Advisory Council for discussion after which they are submitted to the Emir for ratification. A Consultative Assembly has limited legislative authority to draft and approve laws, but the Emir has final say on all matters. The current Council is composed entirely of members appointed by the Emir, as no legislative elections have been held since 1970 when there were partial elections to the body. Legislative elections are expected to be held in 2016. Qatari law does not permit the establishment of political bodies or trade unions.",28,600,"Qatar, officially the State of Qatar, is a sovereign country located in Western Asia, occupying the small Qatar Peninsula on the northeastern coast of the Arabian Peninsula."
Romania,Romania,"Romania (old spelling: Rumania, Roumania; Romanian: România, IPA: [ro.mɨˈni.a]) is a country in southeastern Europe. It is north of the Balkan Peninsula, on the Lower Danube River. Part of Romania is circled by the Carpathian Mountains. It also has a border on the Black Sea. Most of the Danube Delta is found inside Romania. Romania shares borders with Hungary and Serbia to the west, Ukraine to the far northeast, the Republic of Moldova to the near northeast, and Bulgaria to the south.
Romania is a semi-presidential unitary state. It was created when Moldavia and Wallachia joined together in 1859. It was given its independence in the Treaty of Berlin of 1878. At the end of World War II, some of its land (close by what is now known as Moldova) was occupied by the USSR. After the Iron Curtain fell in 1989 Romania was liberated from the communist regime. During the 2000s, Romania made changes to the country, such as reform the democratic system, human rights acts, freedom of speech acts, economy and law. That let Romania join the European Union on January 1, 2007.
Romania has the 9th biggest area of land and the 7th biggest population (with 19 million people) of the European Union member states. The capital and biggest city in Romania is Bucharest (Romanian: București /bu.kuˈreʃtʲ/ ), with a population of 1.6 million. One of the cities in Transylvania, Sibiu, was named a European Capital of Culture. Romania joined NATO on March 29, 2004.","Romania is a country in southeastern Europe. It is north of the Balkan Peninsula, on the Lower Danube River. Part of Romania is circled by the Carpathian Mountains. It also has a border on the Black Sea. Most of the Danube Delta is found inside Romania. Romania shares borders with Hungary and Serbia to the west, Ukraine to the far northeast, the Republic of Moldova to the near northeast, and Bulgaria to the south. Romania is a semi-presidential unitary state. It was created when Moldavia and Wallachia joined together in 1859. It was given its independence in the Treaty of Berlin of 1878. At the end of World War II, some of its land was occupied by the USSR. After the Iron Curtain fell in 1989 Romania was liberated from the communist regime. During the 2000s, Romania made changes to the country, such as reform the democratic system, human rights acts, freedom of speech acts, economy and law. That let Romania join the European Union on January 1, 2007. Romania has the 9th biggest area of land and the 7th biggest population of the European Union member states. The capital and biggest city in Romania is Bucharest, with a population of 1.6 million. One of the cities in Transylvania, Sibiu, was named a European Capital of Culture. Romania joined NATO on March 29, 2004.",17,256,Romania is a country in southeastern Europe.
Russia,Russia,"Russia (Russian: Россия), official name: Russian Federation (Russian: Российская Федерация) is a country that is mostly in Asia and partly in Eastern Europe. It is the largest country in the world by land area. About 142.9 million people live in Russia according to the 2010 census. The official name for Russia in English is the Russian Federation. The capital city of Russia is Moscow. Russia shares borders with Norway, Finland, Estonia, Latvia, Lithuania and Poland (both via Kaliningrad Oblast), Belarus, Ukraine, Georgia, Azerbaijan, Kazakhstan, China, Mongolia, and North Korea. It also has borders over water with Japan by the Sea of Okhotsk, and the United States by the Bering Strait.
Russia is a very large and diverse country. Its government is now based on a democratic form of rule. The president is chosen in direct elections, and its current President is Vladimir Putin. The official language is Russian. Russia produces a lot of energy made from oil and natural gas.","Russia, official name: Russian Federation is a country that is mostly in Asia and partly in Eastern Europe. It is the largest country in the world by land area. About 142.9 million people live in Russia according to the 2010 census. The official name for Russia in English is the Russian Federation. The capital city of Russia is Moscow. Russia shares borders with Norway, Finland, Estonia, Latvia, Lithuania and Poland, Belarus, Ukraine, Georgia, Azerbaijan, Kazakhstan, China, Mongolia, and North Korea. It also has borders over water with Japan by the Sea of Okhotsk, and the United States by the Bering Strait. Russia is a very large and diverse country. Its government is now based on a democratic form of rule. The president is chosen in direct elections, and its current President is Vladimir Putin. The official language is Russian. Russia produces a lot of energy made from oil and natural gas.",12,179,"Russia, official name: Russian Federation is a country that is mostly in Asia and partly in Eastern Europe."
Rwanda,Rwanda,"Rwanda is a country in Africa. It is near Burundi, Congo-Kinshasa, Uganda, and Tanzania. The official language is Kinyarwanda. It is now known mostly because it is the place where the most efficient genocide in history happened.[source?]","Rwanda is a country in Africa. It is near Burundi, Congo-Kinshasa, Uganda, and Tanzania. The official language is Kinyarwanda. It is now known mostly because it is the place where the most efficient genocide in history happened.",4,44,Rwanda is a country in Africa.
Réunion,Réunion,"Réunion (French: La Réunion) is an island of France. It is also a region of France and an overseas department of France, meaning France owns the island nation. It is in the Indian Ocean east of Madagascar, about 200 km (125 miles) southwest of Mauritius. Its capital is Saint-Denis. The highest point in La Reunion is La piton des neiges. The island is also famous for its black beaches, even though people think that there are white beaches. The island is 63 kilometres (39 mi) long; 45 kilometres (28 mi) wide; and covers 2,512 square kilometres (970 sq mi). It is similar to the island Hawaii as both are above hotspots in the Earth's crust.
The Piton de la Fournaise, a shield volcano on the eastern end of Réunion Island, rises more than 2,631 metres (8,632 ft) above sea level and is sometimes called a sister to Hawaiian volcanoes because of the similarity of climate and volcanic nature. It has erupted more than 100 times since 1640 and is under constant monitoring. It most recently erupted on 2 January 2010. Before that, the most noticeable was during April 2007, when the lava flow was estimated at 3,000,000 cubic metres (3,900,000 cu yd) per day. The Piton de la Fournaise is created by a hotspot volcano, which also created the Piton des Neiges and the islands of Mauritius and Rodrigues.
The Piton des Neiges volcano, the highest point on the island at 3,070 metres (10,070 ft) above sea level, is northwest of the Piton de la Fournaise. Collapsed calderas and canyons are southwest of the mountain. Like Kohala on the Big Island of Hawaii, the Piton des Neiges is an extinct volcano. Despite its name, snow (French: neige) practically never falls on the summit.","Réunion is an island of France. It is also a region of France and an overseas department of France, meaning France owns the island nation. It is in the Indian Ocean east of Madagascar, about 200 km southwest of Mauritius. Its capital is Saint-Denis. The highest point in La Reunion is La piton des neiges. The island is also famous for its black beaches, even though people think that there are white beaches. The island is 63 kilometres long; 45 kilometres wide; and covers 2,512 square kilometres. It is similar to the island Hawaii as both are above hotspots in the Earth's crust. The Piton de la Fournaise, a shield volcano on the eastern end of Réunion Island, rises more than 2,631 metres above sea level and is sometimes called a sister to Hawaiian volcanoes because of the similarity of climate and volcanic nature. It has erupted more than 100 times since 1640 and is under constant monitoring. It most recently erupted on 2 January 2010. Before that, the most noticeable was during April 2007, when the lava flow was estimated at 3,000,000 cubic metres per day. The Piton de la Fournaise is created by a hotspot volcano, which also created the Piton des Neiges and the islands of Mauritius and Rodrigues. The Piton des Neiges volcano, the highest point on the island at 3,070 metres above sea level, is northwest of the Piton de la Fournaise. Collapsed calderas and canyons are southwest of the mountain. Like Kohala on the Big Island of Hawaii, the Piton des Neiges is an extinct volcano. Despite its name, snow practically never falls on the summit.",17,304,Réunion is an island of France.
Saint Helena,Saint Helena,"Saint Helena, named after Saint Helena of Constantinople, is an island of volcanic origin in the South Atlantic Ocean at 15°57′S 5°43′W. It is part of the British Overseas Territory of Saint Helena, Ascension and Tristan da Cunha, which also includes Ascension Island and the islands of Tristan da Cunha. Saint Helena measures about 16 by 8 kilometres (10 by 5 mi) and has a population of 4,084 (2008 census).
Napoleon was sent to this island by the British and their allies as a result of Napoleon's return from the Elba island and loss at the Battle of Waterloo. Napoleon died there in 1821.
The island is on a tentative list of UNESCO World Heritage Sites.","Saint Helena, named after Saint Helena of Constantinople, is an island of volcanic origin in the South Atlantic Ocean at 15°57′S 5°43′W. It is part of the British Overseas Territory of Saint Helena, Ascension and Tristan da Cunha, which also includes Ascension Island and the islands of Tristan da Cunha. Saint Helena measures about 16 by 8 kilometres and has a population of 4,084. Napoleon was sent to this island by the British and their allies as a result of Napoleon's return from the Elba island and loss at the Battle of Waterloo. Napoleon died there in 1821. The island is on a tentative list of UNESCO World Heritage Sites.",6,121,"Saint Helena, named after Saint Helena of Constantinople, is an island of volcanic origin in the South Atlantic Ocean at 15°57′S 5°43′W."
Saint Kitts and Nevis,Saint Kitts and Nevis,"The Federation of Saint Kitts and Nevis (pronounced /seɪnt ˌkɪts ænd ˈniːvɪs/, also known as the Federation of Saint Christopher and Nevis), is a federal nation made up of two small islands in the Caribbean Sea. It is the smallest independent country in the Western Hemisphere.
The capital city is Basseterre. It is on the main island of St Kitts. The island of Nevis has some rights of self-government and two seats in the federal parliament.
St Kitts and Nevis is about one-third of the way from Puerto Rico to Trinidad and Tobago.
The headquarters of the Eastern Caribbean Central Bank is in St Kitts. That bank controls the East Caribbean dollar.","The Federation of Saint Kitts and Nevis, is a federal nation made up of two small islands in the Caribbean Sea. It is the smallest independent country in the Western Hemisphere. The capital city is Basseterre. It is on the main island of St Kitts. The island of Nevis has some rights of self-government and two seats in the federal parliament. St Kitts and Nevis is about one-third of the way from Puerto Rico to Trinidad and Tobago. The headquarters of the Eastern Caribbean Central Bank is in St Kitts. That bank controls the East Caribbean dollar.",8,106,"The Federation of Saint Kitts and Nevis, is a federal nation made up of two small islands in the Caribbean Sea."
Saint Lucia,Saint Lucia,"Saint Lucia is a tropical island country in the eastern Caribbean Sea. It is a part of the Lesser Antilles, and it is north of the islands of Saint Vincent and the Grenadines and south of Martinique. As of 2010 there are about 174,000 people.
The official language is English. Saint Lucian Creole French (Kwéyòl), which is a French-based Creole is spoken by 95% of the people. About 70% of the people are Roman Catholic.
Two Nobel laureates, Arthur Lewis, an economist, and Derek Walcott, a poet and playwright, have come from the island.
Saint Lucia is a full and participating member of the Caribbean Community (CARICOM), Organisation of Eastern Caribbean States (OECS) and La Francophonie.","Saint Lucia is a tropical island country in the eastern Caribbean Sea. It is a part of the Lesser Antilles, and it is north of the islands of Saint Vincent and the Grenadines and south of Martinique. As of 2010 there are about 174,000 people. The official language is English. Saint Lucian Creole French, which is a French-based Creole is spoken by 95% of the people. About 70% of the people are Roman Catholic. Two Nobel laureates, Arthur Lewis, an economist, and Derek Walcott, a poet and playwright, have come from the island. Saint Lucia is a full and participating member of the Caribbean Community, Organisation of Eastern Caribbean States and La Francophonie.",8,131,Saint Lucia is a tropical island country in the eastern Caribbean Sea.
Saint Pierre and Miquelon,Saint Pierre and Miquelon,Saint Pierre and Miquelon (French Saint-Pierre-et-Miquelon) 46°47′N 56°12′W is a French overseas collectivity. It is made up of several small islands. Those islands are near the eastern coast of Canada. They are close to Newfoundland. It is the only thing left of the former colonial territory of New France.,Saint Pierre and Miquelon 46°47′N 56°12′W is a French overseas collectivity. It is made up of several small islands. Those islands are near the eastern coast of Canada. They are close to Newfoundland. It is the only thing left of the former colonial territory of New France.,5,52,Saint Pierre and Miquelon 46°47′N 56°12′W is a French overseas collectivity.
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"Saint Vincent and the Grenadines is an island nation in the Caribbean Sea. It is a member of the Commonwealth of Nations, the Organisation of Eastern Caribbean States and CARICOM.
The country speaks English as its official language. The capital, and its main port, is Kingstown.
Its national bird is the Saint Vincent Amazon, an endemic bird of the Saint Vincent island.","Saint Vincent and the Grenadines is an island nation in the Caribbean Sea. It is a member of the Commonwealth of Nations, the Organisation of Eastern Caribbean States and CARICOM. The country speaks English as its official language. The capital, and its main port, is Kingstown. Its national bird is the Saint Vincent Amazon, an endemic bird of the Saint Vincent island.",5,71,Saint Vincent and the Grenadines is an island nation in the Caribbean Sea.
Samoa,Samoa,"The Independent State of Samoa is a country in Pacific Ocean. It became independent from New Zealand in 1962. It has two islands, including Upolu and Savai'i. The capital of Samoa is Apia. It is on the island of Upolu. The head of the country is Malietoa Tanumafili II.
The languages spoken in Samoa include Samoan and English.
The sport that is most popular in Samoa is Rugby, and many Samoan people play Rugby.
Samoa was admitted to the United Nations on 15 December 1976.","The Independent State of Samoa is a country in Pacific Ocean. It became independent from New Zealand in 1962. It has two islands, including Upolu and Savai'i. The capital of Samoa is Apia. It is on the island of Upolu. The head of the country is Malietoa Tanumafili II. The languages spoken in Samoa include Samoan and English. The sport that is most popular in Samoa is Rugby, and many Samoan people play Rugby. Samoa was admitted to the United Nations on 15 December 1976.",9,96,The Independent State of Samoa is a country in Pacific Ocean.
San Marino,San Marino,"San Marino is one of the smallest countries in the world. It is found in southern Europe and is fully surrounded by Italy (this is called an enclave, and only the Vatican City, Lesotho and San Marino are like this). Fewer than 30,000 people live there. Its total area is 61 km2. Its capital is the City of San Marino.
San Marino is the world's oldest republic that still exists. It was started in A.D. 301 by a skilled builder called Saint Marinus. Its written constitution was adopted on October 8, 1600. The very small nation was recognized by Napoleon's France in 1797, and by the other European nations at the 1815 Congress of Vienna.
Even though it is an independent country, it depends very much on Italy. Since the 19th century, when Italy was unified, San Marino has been fully surrounded by Italy.
The biggest industry in San Marino is tourism. Selling postage stamps is an important source of income, too. San Marino is not a member of the European Union, but the euro is used in San Marino.
People in San Marino speak the Italian language. Most people in San Marino believe in Roman Catholicism.","San Marino is one of the smallest countries in the world. It is found in southern Europe and is fully surrounded by Italy. Fewer than 30,000 people live there. Its total area is 61 km2. Its capital is the City of San Marino. San Marino is the world's oldest republic that still exists. It was started in A.D. 301 by a skilled builder called Saint Marinus. Its written constitution was adopted on October 8, 1600. The very small nation was recognized by Napoleon's France in 1797, and by the other European nations at the 1815 Congress of Vienna. Even though it is an independent country, it depends very much on Italy. Since the 19th century, when Italy was unified, San Marino has been fully surrounded by Italy. The biggest industry in San Marino is tourism. Selling postage stamps is an important source of income, too. San Marino is not a member of the European Union, but the euro is used in San Marino. People in San Marino speak the Italian language. Most people in San Marino believe in Roman Catholicism.",16,205,San Marino is one of the smallest countries in the world.
Sao Tome and Principe,São Tomé and Príncipe,"The Democratic Republic of São Tomé and Príncipe is the second-smallest African country, formed by two islands: São Tomé and Príncipe.
They are about 140 km apart and about 250 and 225 km, respectively, off of the northwestern coast of Gabon.
The islands were a Portuguese colony, but have been independent since July 1975. Portuguese is the official language.","The Democratic Republic of São Tomé and Príncipe is the second-smallest African country, formed by two islands: São Tomé and Príncipe. They are about 140 km apart and about 250 and 225 km, respectively, off of the northwestern coast of Gabon. The islands were a Portuguese colony, but have been independent since July 1975. Portuguese is the official language.",4,68,"The Democratic Republic of São Tomé and Príncipe is the second-smallest African country, formed by two islands: São Tomé and Príncipe."
Saudi Arabia,Saudi Arabia,"Saudi Arabia (/ˌsɔːdiː əˈreɪbiə/, /ˌsaʊ-/), officially known as the Kingdom of Saudi Arabia (KSA), is an Arab state in Western Asia constituting the bulk of the Arabian Peninsula. With a land area of approximately 2,150,000 km2 (830,000 sq mi), Saudi Arabia is geographically the 5th-largest state in Asia and 2nd-largest state in the Arab world after Algeria. Saudi Arabia is bordered by Jordan and Iraq to the north, Kuwait to the northeast, Qatar, Bahrain, and the United Arab Emirates to the east, Oman to the southeast, and Yemen to the south. It is separated from Israel and Egypt by the Gulf of Aqaba. It is the only nation with both a Red Sea coast and a Persian Gulf coast, and most of its land is dry and barren. Saudi Arabia is the birthplace of Arabs and Islam  and sometimes called ""the Land of the Two Holy Mosques"" in reference to Al-Masjid al-Haram (in Mecca), and Al-Masjid an-Nabawi (in Medina), the two holiest places in Islam. Arabic is the exclusive official language in Saudi Arabia.
Sunni Islam is the state religion. The practice of non-Islamic religions is forbidden in public but not in private.  The Hanbali school of faith has a big influence, and the ultra-conservative Wahhabism religious movement within Sunni Islam has been called ""the predominant feature of Saudi culture"". [11][12] Saudi Arabia is sometimes called ""the Land of the Two Holy Mosques"" in reference to Al-Masjid al-Haram (in Mecca), and Al-Masjid an-Nabawi (in Medina), the two holiest places in Islam.
Saudi Arabia is the largest state in western Asia by land area (most of the Arabian Peninsula) and the second-largest in the Arab World. It has an estimated population of 27 million, of which 8.8 million are registered foreign expatriates and an estimated 1.5 million are illegal immigrants. Saudi nationals comprise an estimated 16 million people.
Saudi Arabia has the world's largest petroleum reserves and is the world's largest oil exporter. Oil accounts for more than 90% of exports and nearly 75% of government revenues, facilitating the creation of a welfare state. However, human rights groups such as Amnesty International and Human Rights Watch have expressed concern about the state of human rights in Saudi Arabia.
Saudi Arabia has cities that are important to the Muslim religion. Many Muslims from around the world visit Mecca in Saudi Arabia to make a pilgrimage. The pilgrimage is one of the ""pillars of Islam"". Other big cities are Riyadh, Jeddah and Dammam. The pilgrimage is called hajj in the Arabic language. Somebody who makes a pilgrimage to Mecca is called a hajj in the Arabic language. People who are not Muslim are not allowed to enter Mecca.
Most people speak the Arabic language. Many people from other countries work in Saudi Arabia. They are called guest workers or expats. The money, or currency is called the Saudi Riyal.","Saudi Arabia, officially known as the Kingdom of Saudi Arabia, is an Arab state in Western Asia constituting the bulk of the Arabian Peninsula. With a land area of approximately 2,150,000 km2, Saudi Arabia is geographically the 5th-largest state in Asia and 2nd-largest state in the Arab world after Algeria. Saudi Arabia is bordered by Jordan and Iraq to the north, Kuwait to the northeast, Qatar, Bahrain, and the United Arab Emirates to the east, Oman to the southeast, and Yemen to the south. It is separated from Israel and Egypt by the Gulf of Aqaba. It is the only nation with both a Red Sea coast and a Persian Gulf coast, and most of its land is dry and barren. Saudi Arabia is the birthplace of Arabs and Islam and sometimes called ""the Land of the Two Holy Mosques"" in reference to Al-Masjid al-Haram, and Al-Masjid an-Nabawi, the two holiest places in Islam. Arabic is the exclusive official language in Saudi Arabia. Sunni Islam is the state religion. The practice of non-Islamic religions is forbidden in public but not in private. The Hanbali school of faith has a big influence, and the ultra-conservative Wahhabism religious movement within Sunni Islam has been called ""the predominant feature of Saudi culture"". 1112 Saudi Arabia is sometimes called ""the Land of the Two Holy Mosques"" in reference to Al-Masjid al-Haram, and Al-Masjid an-Nabawi, the two holiest places in Islam. Saudi Arabia is the largest state in western Asia by land area and the second-largest in the Arab World. It has an estimated population of 27 million, of which 8.8 million are registered foreign expatriates and an estimated 1.5 million are illegal immigrants. Saudi nationals comprise an estimated 16 million people. Saudi Arabia has the world's largest petroleum reserves and is the world's largest oil exporter. Oil accounts for more than 90% of exports and nearly 75% of government revenues, facilitating the creation of a welfare state. However, human rights groups such as Amnesty International and Human Rights Watch have expressed concern about the state of human rights in Saudi Arabia. Saudi Arabia has cities that are important to the Muslim religion. Many Muslims from around the world visit Mecca in Saudi Arabia to make a pilgrimage. The pilgrimage is one of the ""pillars of Islam"". Other big cities are Riyadh, Jeddah and Dammam. The pilgrimage is called hajj in the Arabic language. Somebody who makes a pilgrimage to Mecca is called a hajj in the Arabic language. People who are not Muslim are not allowed to enter Mecca. Most people speak the Arabic language. Many people from other countries work in Saudi Arabia. They are called guest workers or expats. The money, or currency is called the Saudi Riyal.",28,516,"Saudi Arabia, officially known as the Kingdom of Saudi Arabia, is an Arab state in Western Asia constituting the bulk of the Arabian Peninsula."
Senegal,Senegal,"The Republic of Senegal (French République da Sénégal) is a country in West Africa. The capital is Dakar. Senegal covers a land area of almost 197,000 square kilometres. It has population of about 13 million. The climate is tropical with two seasons: the dry season and the rainy cold season . Senegal was given independence by France in 1960.
Major industries are fish processing, phosphate mining, fertilizer production, petroleum refining, construction materials, ship construction and repair. Peanuts, sugarcane, cotton, green beans, industrial tomato, cherry tomato, melon, and mango are important cash crops.
French is the official language. Since April 2012 Senegal's president has been Macky Sall.","The Republic of Senegal is a country in West Africa. The capital is Dakar. Senegal covers a land area of almost 197,000 square kilometres. It has population of about 13 million. The climate is tropical with two seasons: the dry season and the rainy cold season. Senegal was given independence by France in 1960. Major industries are fish processing, phosphate mining, fertilizer production, petroleum refining, construction materials, ship construction and repair. Peanuts, sugarcane, cotton, green beans, industrial tomato, cherry tomato, melon, and mango are important cash crops. French is the official language. Since April 2012 Senegal's president has been Macky Sall.",10,125,The Republic of Senegal is a country in West Africa.
Serbia,Serbia,"The Republic of Serbia (Serbian: Република Србија / Repbulika Srbija) is a country in Southeastern Europe. The capital city is Belgrade. To the north of Serbia is the country Hungary. To the east of Serbia are the countries Bulgaria and Romania. To the south of Serbia are countries Macedonia and Albania. To the west of Serbia are the countries Montenegro (the country that was once united with Serbia), Bosnia and Herzegovina and Croatia.","The Republic of Serbia is a country in Southeastern Europe. The capital city is Belgrade. To the north of Serbia is the country Hungary. To the east of Serbia are the countries Bulgaria and Romania. To the south of Serbia are countries Macedonia and Albania. To the west of Serbia are the countries Montenegro, Bosnia and Herzegovina and Croatia.",6,66,The Republic of Serbia is a country in Southeastern Europe.
